"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,"Total
Threads","Total
Memory (GB)","ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle","Result
(Overall ssj_ops/watt)"
Fujitsu,"PRIMERGY RX200 S7 (Intel Xeon E5-2660)
Oct 3, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,442,516",258,59.8,"5,058"
Fujitsu,"PRIMERGY RX350 S7 (Intel Xeon E5-2660)
Oct 3, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,432,623",245,55.2,"5,347"
Fujitsu,"PRIMERGY TX300 S7 (Intel Xeon E5-2660)
Oct 3, 2012 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,440,306",246,55.1,"5,372"
Fujitsu,"PRIMERGY TX140 S2 (Intel Xeon E3-1265Lv3)
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1265Lv3,2500,1,4,8,8,"491,887",58.5,19,"6,797"
Fujitsu,"PRIMERGY RX300 S8 (Intel Xeon E5-2660 v2)
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,NC,NC,NC
Fujitsu,"PRIMERGY RX350 S8 (Intel Xeon E5-2660 v2)
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,NC,NC,NC
Fujitsu,"PRIMERGY TX300 S8 (Intel Xeon E5-2660 v2)
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,NC,NC,NC
Fujitsu,"PRIMERGY RX200 S8 (Intel Xeon E5-2660 v2)
Oct 2, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,NC,NC,NC
Fujitsu,"PRIMERGY RX100 S8 (Intel Xeon E3-1265Lv3)
Nov 13, 2013 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1265Lv3,2500,1,4,8,8,"490,149",69.8,17.7,"6,137"
Fujitsu,"PRIMERGY BX920 S4 (Intel Xeon E5-2470 v2)
PRIMERGY BX900 S2
Jan 22, 2014 | HTML | Text",18,IBM Corporation,Intel Xeon E5-2470 v2,2400,36,360,720,864,NC,NC,NC,NC
Fujitsu,"FUJITSU Server PRIMERGY TX2540 M1
Apr 16, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2470 v2,2400,2,20,40,48,NC,NC,NC,NC
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M1
Aug 22, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1275Lv3,2500,1,4,8,16,NC,NC,NC,NC
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M1
Oct 21, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,257,627",271,39,"10,654"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu,"FUJITSU Server PRIMERGY CX2550 M1
PRIMERGY CX400 M1
Dec 10, 2014 | HTML | Text",4,IBM Corporation,Intel Xeon E5-2699 v3,2300,8,144,288,256,"12,913,912","1,152",171,"9,971"
Fujitsu,"FUJITSU Server PRIMERGY RX2530 M1
Feb 5, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,231,698",289,47.3,"9,811"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M1
Feb 5, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1275Lv3,2700,1,4,8,16,"508,794",60,13.3,"7,535"
Fujitsu,"FUJITSU Server PRIMERGY TX2560 M1
Apr 1, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,253,898",264,40,"10,685"
Fujitsu,"FUJITSU Server PRIMERGY RX2560 M1
Apr 1, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,256,040",267,40.1,"10,699"
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M1
Jun 2, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E3-1275Lv3,2700,1,4,8,16,"508,013",63.9,16,"6,916"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M2
Nov 25, 2015 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1260L v5,2900,1,4,8,16,"478,512",44.7,11.6,"8,944"
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M2
Dec 15, 2015 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1260L v5,2900,1,4,8,16,"474,047",47.7,16,"7,809"
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M2
Jan 7, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1240L v5,2100,1,4,8,16,"484,122",47.2,16.1,"8,187"
Fujitsu,"FUJITSU Server PRIMERGY RX2560 M2
Apr 15, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,448,187",243,41.7,"12,079"
Fujitsu,"FUJITSU Server PRIMERGY TX2560 M2
Apr 15, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,440,668",241,41.8,"12,065"
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M2
Apr 27, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,445,027",255,43.6,"11,638"
Fujitsu,"FUJITSU Server PRIMERGY RX2530 M2
May 12, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,448,650",266,49.6,"10,950"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M3
Apr 12, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,"586,973",56.1,13.1,"9,281"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M3
Apr 12, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,"591,742",51.8,9.33,"10,427"
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M3
Apr 12, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,"587,425",51.2,12.4,"10,000"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4
Oct 18, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,"10,536,721",785,148,"11,886"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,"10,419,443",773,146,"12,008"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4
Jan 10, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,"10,249,832",733,94.9,"12,828"
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M4
Jan 10, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,2,56,112,192,"5,079,736",355,57.3,"12,842"
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M4
Dec 6, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,"651,586",73.9,12.8,"8,924"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4
Dec 6, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,"655,699",71.7,10,"9,435"
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M4
Dec 6, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,"652,874",72.9,14.9,"9,031"
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2300,2,56,112,192,"4,657,126",332,58.2,"11,991"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M5
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2300,4,112,224,384,"9,432,104",710,113,"11,444"
Fujitsu,"FUJITSU Server PRIMERGY RX2530 M5
May 22, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,2,56,112,192,"5,189,194",367,53.6,"13,006"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M5
PRIMERGY CX400 M4
May 22, 2019 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 6252,2100,8,192,384,768,"17,566,126","1,412",329,"10,619"
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M5
Jun 5, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,2,56,112,192,"5,514,468",388,58.3,"13,502"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M5
Jun 5, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,4,112,224,384,"11,162,949",808,120,"12,979"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4
Jun 5, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,"695,687",61.8,11.7,"11,089"
Fujitsu,"FUJITSU Server PRIMERGY TX2550 M5
Sep 19, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6252 Processor,2100,2,48,96,96,"4,507,558",342,54.8,"11,901"
Fujitsu,"FUJITSU Server PRIMERGY RX2520 M5
Sep 19, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 5220,2200,2,36,72,192,"3,872,265",318,61.5,"10,765"
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4
Nov 6, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,"797,225",56,16.3,"12,364"
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M4
Nov 6, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,"776,812",53.2,15.9,"12,631"
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M4
Dec 18, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,"786,578",57.4,16.8,"11,660"
Fujitsu,"FUJITSU Server PRIMERGY LX1430 M1
Dec 18, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,1,64,128,256,"5,816,214",250,60.8,"17,278"
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M6
Nov 4, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380H,2900,4,112,224,384,"9,904,110",834,129,"11,077"
Fujitsu,"PRIMERGY RX2530 M6
Apr 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,573,884",580,131,"11,533"
Fujitsu,"PRIMERGY RX2530 M6
Apr 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,967,827",568,132,"12,066"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu,"PRIMERGY RX2540 M6
Jun 9, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,594,068",564,135,"11,652"
Fujitsu,"PRIMERGY RX2540 M6
Jun 9, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,972,718",550,137,"12,211"
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M6
PRIMERGY CX400 M6
Sep 1, 2021 | HTML | Text",4,Oracle Corporation,Intel Xeon Gold 5318Y,2100,8,192,384,"1,024","19,762,291","1,906",472,"8,903"
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M6
PRIMERGY CX400 M6
Sep 1, 2021 | HTML | Text",4,Oracle Corporation,Intel Xeon Gold 5318Y,2100,8,192,384,"1,024","18,526,911","1,600",482,"9,077"
Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100)
Oct 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,"655,851",55.5,11.7,"9,596"
Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100)
Oct 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,"662,193",59.4,11.7,"10,707"
"Fujitsu
Fujitsu","PRIMERGY TX150 S6 (Intel Xeon L3360)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,734",98.4,51.7,"1,271"
"Fujitsu
Fujitsu","PRIMERGY RX100 S5 (Intel Xeon L3360)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,279",109,63.1,"1,118"
"Fujitsu
Fujitsu","PRIMERGY RX200 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"327,292",231,154,851
"Fujitsu
Fujitsu","PRIMERGY RX300 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"325,849",235,147,855
"Fujitsu
Fujitsu","PRIMERGY TX300 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"326,128",221,136,917
Fujitsu Siemens Computers,"PRIMERGY RX300 S3 (Intel Xeon L5335)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5335,2000,2,8,8,16,"201,689",260,187,446
Fujitsu Siemens Computers,"PRIMERGY TX120 (Intel Xeon 3070)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon 3070,2666,1,2,2,4,"79,171",109,66.8,454
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu Siemens Computers,"PRIMERGY TX150 S5 (Intel Xeon 3070)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon 3070,2666,1,2,2,4,"78,685",131,90.8,356
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3220)
Dec 11, 2007 | HTML | Text",1,"Bea Systems, Inc",Intel Xeon X3220,2400,1,4,4,8,"143,742",132,79.8,667
Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (INTEL Xeon E5440)
Jan 30, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon E5440,2830,2,8,8,16,"303,846",265,166,690
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3360)
Apr 2, 2008 | HTML | Text",1,"Bea Systems, Inc",Intel Xeon X3360,2833,1,4,4,8,"184,145",116,59.3,"1,018"
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3360)
Jun 4, 2008 | HTML | Text",1,"Bea Systems, Inc",Intel Xeon X3360,2833,1,4,4,4,"186,987",107,53.1,"1,124"
Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (Intel Xeon L5430)
Sep 10, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"299,432",231,155,780
Fujitsu Siemens Computers,"PRIMERGY RX200 S4 (Intel Xeon L5430)
Sep 10, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"301,506",234,158,780
Fujitsu Siemens Computers,"PRIMERGY TX300 S4 (Intel Xeon L5430)
Sep 10, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"293,162",220,138,827
Fujitsu Siemens Computers,"PRIMERGY RX100 S5 (Intel Xeon X3360)
Sep 24, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon X3360,2833,1,4,4,4,"185,487",115,63,"1,015"
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon L3360)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,515",98.4,51.8,"1,273"
Fujitsu Siemens Computers,"PRIMERGY RX100 S5 (Intel Xeon L3360)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,226",109,63.2,"1,116"
Fujitsu Siemens Computers,"PRIMERGY RX200 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"325,499",231,154,851
Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"326,319",235,147,854
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Fujitsu Siemens Computers,"PRIMERGY TX300 S4 (Intel Xeon L5430)
Mar 11, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"326,264",221,135,916
"GIGA-BYTE TECHNOLOGY CO., LTD.
Parts Built
GIGA-BYTE TECHNOLOGY CO., LTD.","R181-Z90
Oct 17, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7601,2200,2,64,128,128,"4,512,155",296,95.5,"11,207"
"GIGA-BYTE Technology Co., Ltd.","R282-Z90
Aug 28, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,"13,008,786",492,133,"18,748"
H3C,"UIS R390x G2
Aug 24, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,422,594",252,40.1,"11,654"
"Hewlett Packard
Hewlett-Packard Company","ProLiant DL170h G6
ProLiant h1000 G6
Jul 29, 2009 | HTML | Text",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,"1,787,585",652,267,"1,909"
Hewlett Packard Enterprise,"ProLiant DL360 Gen9
Jan 7, 2016 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,"3,159,419",276,45,"10,118"
Hewlett Packard Enterprise,"ProLiant DL560 Gen9
Jun 22, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-4669 v3 2.10 GHz,2100,4,72,144,64,"5,223,316",557,86.3,"8,151"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Jul 19, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,779,630",451,48.7,"12,313"
Hewlett Packard Enterprise,"ProLiant DL560 Gen10
Jul 19, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,281,436",936,88.9,"11,662"
Hewlett Packard Enterprise,"ProLiant ML350 Gen10
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,800,646",459,58.1,"11,845"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,869,955",448,50,"12,488"
Hewlett Packard Enterprise,"ProLiant DL560 Gen10
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,725,627",944,82.9,"12,120"
Hewlett Packard Enterprise,"ProLiant DL580 Gen10
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,580,444",963,110,"11,424"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Nov 8, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,1,28,56,48,"2,989,485",233,38.7,"11,550"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 25, 2018 | HTML | Text",12,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,"1,344","2,304","68,782,048","5,816",901,"10,872"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 26, 2018 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,1344,2304,"69,404,522","5,968",758,"11,021"
Hewlett Packard Enterprise,"ProLiant DL385 Gen10
May 1, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7601 2.20 GHz,2200,2,64,128,128,"4,295,252",298,81.1,"11,044"
Hewlett Packard Enterprise,"ProLiant DL385 Gen10
Jul 18, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7601 2.20 GHz,2200,2,64,128,128,"4,283,406",295,88.3,"11,140"
Hewlett Packard Enterprise,"ProLiant DL325 Gen10
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7551P 2.0 GHz,2000,1,32,64,128,"2,121,736",181,61.7,"8,083"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",11,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,"1,232","2,112","62,981,514","5,402",864,"10,693"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",10,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"57,334,339","4,918",814,"10,641"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",9,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,"51,525,769","4,444",746,"10,541"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",8,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"45,793,948","3,971",695,"10,429"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",7,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,14,392,784,1344,"40,093,763","3,497",627,"10,301"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,12,336,672,1152,"34,293,516","2,999",553,"10,203"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"57,681,449","5,001",664,"10,855"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"46,086,610","4,030",572,"10,648"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",3,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,12,336,672,1152,"34,502,288","3,048",478,"10,373"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Sep 12, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,1,28,56,48,"2,962,862",237,38.9,"11,126"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",2,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,8,224,448,768,"23,096,507","2,048",326,"10,323"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Sep 12, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,797,852",457,52.4,"11,709"
Hewlett Packard Enterprise,"ProLiant DL560 Gen10
Sep 12, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,554,819",942,88.6,"11,463"
Hewlett Packard Enterprise,"ProLiant DL380 Gen10
Sep 12, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,758,036",461,49.3,"11,540"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Sep 12, 2018 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,10,280,560,960,"28,585,334","2,495",466,"10,237"
Hewlett Packard Enterprise,"ProLiant ML350 Gen10
Sep 12, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,653,296",471,59.4,"10,916"
Hewlett Packard Enterprise,"ProLiant DL560 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,192,"11,637,630",849,103,"13,022"
