"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,"Total
Threads","Total
Memory (GB)","ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle","Result
(Overall ssj_ops/watt)"
NEC Corporation,"Express5800/E120b-1
Dec 28, 2011 | HTML | Text",1,Oracle Corporation,Intel Xeon E5645,2400,2,12,24,16,"756,242",200,63.1,"2,800"
NEC Corporation,"Express5800/GT110f-S
Jun 26, 2013 | HTML | Text",1,Oracle Corporation,Intel Xeon E3-1265LV3,2500,1,4,8,8,"397,309",45.1,15.9,"6,488"
Nettrix,"R620 G40
Jul 29, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,623,108",468,110,"13,223"
"New H3C Technologies Co., Ltd.","UniServer R4900 G3
Sep 20, 2017 | HTML | Text",1,Oracle Corporation,Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,2500,2,56,112,96,"5,691,171",430,58.4,"12,368"
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3
May 8, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,"12,105,846",963,95.5,"12,747"
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3
May 8, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,"11,462,353",957,99.8,"11,964"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 5, 2019 | HTML | Text",8,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"45,487,862","3,982",498,"10,820"
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3
Jun 5, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,"11,628,453",956,99.6,"12,190"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 5, 2019 | HTML | Text",9,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,"51,097,569","4,479",558,"10,780"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 12, 2019 | HTML | Text",10,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"56,910,872","4,993",631,"10,954"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 12, 2019 | HTML | Text",11,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,"1,232","2,112","62,581,687","5,479",681,"11,000"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 12, 2019 | HTML | Text",12,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,"1,344","2,304","68,308,487","5,999",735,"11,001"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 12, 2019 | HTML | Text",13,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,26,728,"1,456","2,496","74,057,576","6,532",787,"10,996"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 12, 2019 | HTML | Text",14,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,28,784,"1,568","2,688","79,762,333","7,031",838,"11,046"
"New H3C Technologies Co., Ltd.","H3C UniServer R6700 G3
Jun 12, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,"11,927,524",915,94.2,"13,107"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 26, 2019 | HTML | Text",15,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,30,840,1680,2880,"85,336,817","7,561",891,"11,047"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
H3C UniServer B16000
Jun 26, 2019 | HTML | Text",16,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,32,896,1792,3072,"90,968,790","7,967",959,"11,066"
"New H3C Technologies Co., Ltd.","H3C UniServer R6900 G5
Dec 2, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.9GHz,2900,4,112,224,384,"10,793,473","1,005",89.2,"11,159"
"New H3C Technologies Co., Ltd.","H3C UniServer R4900 G5
Oct 28, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,"8,135,458",609,119,"12,521"
"New H3C Technologies Co., Ltd.","H3C UniServer R4900 G5
Nov 11, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,"8,135,458",609,119,"12,521"
Nokia Corporation,"AE-SER1U-A
Nokia AirFrame Open Edge
Feb 14, 2020 | HTML | Text",5,Oracle Corporation,Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz,2500,5,100,200,320,"7,411,713",877,247,"6,183"
Plat'Home,"TRQX-1/50SA
Jun 10, 2009 | HTML | Text",1,Oracle,Xeon L5420,2500,2,4,4,16,"276,488",268,178,628
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Plat'Home,"Cloud Station E
Aug 24, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5520,2260,2,8,16,8,"443,893",169,56.7,"1,846"
Plat'Home,"Cloud Station E
Oct 21, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5530,2400,2,8,16,8,"457,103",172,56.2,"1,903"
"Powerleader
Powerleader Company","PR2510D2
Oct 14, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon L5430,2660,2,8,8,8,"285,970",161,84.6,"1,135"
"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D53XQ-2U
Jul 19, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,540,483",630,123,"12,217"
"Quanta Cloud Technology
Quanta Computer Inc.","QuantaGrid D43K-1U
Oct 28, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,"12,028,568",453,78.5,"21,949"
Quanta Computer Inc.,"QuantaGrid D51B-2U
Dec 10, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,"3,226,361",272,49.6,"10,238"
Quanta Computer Inc.,"QuantaGrid S31A-1U
Jun 1, 2016 | HTML | Text",1,Oracle Corporation,Intel E3-1260L v5,2900,1,4,8,16,"474,667",47.9,14.4,"7,908"
Quanta Computer Inc.,"QuantaGrid D51B-2U
Jun 8, 2016 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,381,238",247,46.6,"11,568"
Quanta Computer Inc.,"QuantaGrid D52BQ-2U
Oct 25, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,651,522",426,39.5,"12,438"
Quanta Computer Inc.,"QuantaGrid T42S-2U
T42S-2U
Oct 25, 2017 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,474,075","1,478",206,"11,444"
Quanta Computer Inc.,"QuantaGrid D52BQ-2U
Dec 6, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50 GHz (Intel Turbo Boost Technology up to 3.8GHz),2500,2,56,112,96,"5,604,059",401,38.4,"12,801"
Quanta Computer Inc.,"QuantaGrid D52BQ-2U
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70 GHz,2700,2,56,112,96,"5,853,181",414,37.7,"13,613"
"Quanta Computer Inc.
Quanta Computer Inc.","QuantaGrid D52B-2U
Jul 11, 2017 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,457,796",454,40.3,"12,047"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
SGI,"Altix XE320 Single Node (2.5 GHz, Intel Xeon processor E5420)
Jun 4, 2008 | HTML | Text",1,"BEA Systems, Inc",Intel Xeon E5420,2500,2,8,8,16,"287,032",260,155,681
SGI,"Altix XE320 Single Node (3.0 GHz, Intel Xeon processor E5472)
Jun 4, 2008 | HTML | Text",1,"BEA Systems, Inc",Intel Xeon E5472,3000,2,8,8,16,"341,600",287,156,748
SGI,"Altix XE250 (Intel Xeon processor E5472)
Jun 4, 2008 | HTML | Text",1,"BEA Systems, Inc",Intel Xeon E5472,3000,2,8,8,16,"341,642",322,187,661
SGI,"Altix XE250 (Intel Xeon processor X5272)
Jun 4, 2008 | HTML | Text",1,"BEA Systems, Inc",Intel Xeon X5272,3400,2,4,4,8,"208,444",280,186,450
SGI,"Rackable C2005-TY6 (Intel Xeon X5670, 2.93 GHz)
Jan 5, 2011 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"902,577",226,59.1,"3,077"
SGI,"Rackable C2112-4TY14
Rackable C2112
Jan 26, 2011 | HTML | Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,891,044",724,255,"2,788"
SGI,"Rackable C2112-4G10
Rackable C2112
Mar 21, 2012 | HTML | Text",4,IBM Corporation,AMD Opteron 6276,2300,8,128,128,128,"4,755,702","1,387",265,"2,611"
SGI,"Rackable C2112-4RP4
Rackable C2112
Oct 17, 2012 | HTML | Text",4,IBM Corporation,Intel Xeon E5-2660,2200,8,64,128,96,"5,800,642","1,116",268,"4,571"
Sugon,"I840-G25 (Intel Xeon E7-4850 v2 2.30GHz)
Jul 15, 2014 | HTML | Text",1,IBM Corporation,Intel Xeon E7-4850 v2 2.30GHz (Intel Turbo Boost Technology up to 2.80GHz),2300,4,48,96,128,NC,NC,NC,NC
Sugon,"Sugon I620-G20
Mar 11, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,128,"3,161,325",264,52.5,"9,939"
Sugon,"Sugon I620-G30(Intel Xeon Platinum 8180 @2.50GHz)
Jul 26, 2017 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180 @2.50 GHz,2500,2,56,112,192,"5,348,398",419,67.2,"11,573"
Sugon,"I620-G30(Intel Xeon Platinum 8160)
Aug 8, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8160,2100,2,48,96,192,"4,386,123",387,53.4,"10,255"
Sugon,"A620-G30(AMD EPYC 7351)
Aug 8, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7351,2400,2,32,64,128,"2,721,413",278,103,"6,507"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Sugon,"A620-G30(AMD EPYC 7501)
Aug 8, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7501,2000,2,64,128,128,"4,212,617",307,103,"9,248"
Sugon,"I620-G30 (Intel Xeon Platinum 8180)
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,741,928",450,54.6,"12,306"
Sugon,"I620-G30 (Intel Xeon Gold 6152)
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6152,2100,2,44,88,192,"3,976,866",364,53.1,"9,825"
Sugon,"I620-G30 (Intel Xeon Gold 6140)
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6140,2300,2,36,72,192,"3,536,666",343,52.4,"9,230"
Sugon,"I620-G30 (Intel Xeon Gold 5117)
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 5117,2000,2,28,56,192,"2,446,314",245,51.9,"8,079"
"Sugon
Parts Built
Sugon","A620-G30
Jul 5, 2018 | HTML | Text",1,Oracle Corporation.,AMD EPYC 7601,2200,2,64,128,128,"4,364,495",296,94.9,"10,831"
"Sun Microsystems, Inc.","Sun Netra X4250
Mar 30, 2009 | HTML | Text",1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,8,"244,832",226,174,600
"Sun Microsystems, Inc.","Sun Netra X4250
May 6, 2009 | HTML | Text",1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,32,"251,555",294,226,478
"Sun Microsystems, Inc.","Sun Netra X4250
May 6, 2009 | HTML | Text",1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,32,"229,828",296,225,437
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,8,"235,525",334,220,419
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,8,"221,450",300,223,423
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,16,"245,571",334,219,435
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,16,"229,476",300,223,438
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor 5160)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor 5160,3000,2,4,4,8,"164,569",315,216,318
"Super Micro Computer, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)
Feb 13, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,8,"234,339",357,245,385
"SuperMicro, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor 5160)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor 5160,3000,2,4,4,8,"163,768",291,191,338
"SuperMicro, Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,8,"220,306",276,198,468
Supermicro,"SYS-6027R-72RF
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,"1,337,393",347,115,"2,956"
Supermicro,"SYS-7047R-72RF
Jun 28, 2012 | HTML | Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,"1,337,474",331,102,"3,145"
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF
Nov 16, 2011 | HTML | Text",1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,"1,123,597",306,77,"2,805"
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF
Nov 16, 2011 | HTML | Text",1,IBM Corporation,AMD Opteron 6262 HE,1600,2,32,32,32,"793,535",213,70.3,"2,618"
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF
Jun 4, 2012 | HTML | Text",1,IBM Corporation,AMD Opteron 6278,2400,2,32,32,64,"1,233,423",320,82.6,"2,892"
"Supermicro Computer, Inc.
Advanced Micro Devices","1022G-NTF
Nov 7, 2012 | HTML | Text",1,IBM Corporation,AMD Opteron 6380 (AMD Turbo CORE Technology up to 3.40GHz),2500,2,32,32,64,"1,636,298",308,77.9,"4,040"
"Supermicro Computer, Inc.
Advanced Micro Devices","1022G-NTF
Nov 7, 2012 | HTML | Text",1,IBM Corporation,AMD Opteron 6366 HE (AMD Turbo CORE Technology up to 3.10GHz),1800,2,32,32,64,"1,219,688",216,72.7,"3,966"
Supermicro Inc.,"6015C-MTB
Oct 9, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"279,209",174,96.8,990
Supermicro Inc.,"System 6027R-WRF
Nov 14, 2012 | HTML | Text",1,Oracle Corp.,Intel Xeon E5-2660 (2.20GHz),2200,2,16,32,32,"1,296,979",272,83.6,"3,915"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Supermicro Inc.,"System 1027B-URF
Nov 14, 2012 | HTML | Text",1,Oracle Corp.,Intel Xeon E5-2470 (2.30GHz),2300,2,16,32,24,"1,288,201",285,62.4,"3,913"
Supermicro Inc.,"System 7047GR-TRF
Nov 14, 2012 | HTML | Text",1,Oracle Corp.,Intel Xeon E5-2670 (2.30GHz),2300,2,16,32,64,"1,448,093",413,101,"2,696"
Supermicro Inc.,"SYS-1028R-WC1RT
Feb 11, 2015 | HTML | Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,32,"2,935,596",302,75.9,"8,004"
Supermicro Inc.,"SYS-1029U-TR4
Aug 15, 2018 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,569,503",423,64.2,"11,960"
Supermicro Inc.,"Server 1123US-TR4
Sep 27, 2018 | HTML | Text",1,Oracle Corporation,AMD EPYC 7501 2.0 GHz,2000,2,64,128,512,"4,406,978",303,98.4,"10,206"
Supermicro Inc.,"SuperServer SYS-6029P-WTR
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8276M 2.20GHz,2200,2,56,112,192,"5,622,643",416,48.1,"13,295"
Supermicro Inc.,"SYS-1029U-TR4
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,2,56,112,384,"5,655,930",426,61.8,"12,265"
Supermicro Inc.,"SuperServer SYS-6029P-WTR
Jul 23, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,545,677",385,48.6,"13,623"
Supermicro Inc.,"Server 1123US-TR4
Sep 26, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702 2.0Ghz,2000,2,128,256,512,"11,335,181",412,99.2,"19,391"
Supermicro Inc.,"SuperServer SYS-740GP-TNRT
Jul 7, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,512,"8,276,722",633,118,"12,568"
Supermicro Inc.,"SuperServer SYS-620C-TN12R
Jul 7, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,769,122",622,101,"13,544"
"Supermicro Inc.
Advanced Micro Devices","6025W-NTR+
Nov 5, 2008 | HTML | Text",1,Oracle Corporation,Intel Xeon L5420 (2.5GHz),2500,2,8,8,16,"267,804",279,179,561
"Supermicro Inc.
Advanced Micro Devices","2021M-UR+
Nov 5, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 2380,2500,2,8,8,16,"308,089",269,138,731
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"Supermicro Inc.
Advanced Micro Devices","1021M-UR+B
Feb 25, 2009 | HTML | Text",1,IBM Corporation,AMD Opteron 2376HE,2300,2,8,8,16,"346,326",210,119,"1,044"
"Supermicro Inc.
Advanced Micro Devices","1022G-NTF
Jan 22, 2014 | HTML | Text",1,IBM Corporation,AMD Opteron 6370P (AMD Turbo CORE Technology up to 2.50GHz),2000,2,32,32,64,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-M(X11SSH-F)
Dec 3, 2015 | HTML | Text",1,IBM Corporation,Intel E3-1270 v5,3600,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-M(X11SSH-F)
Jan 7, 2016 | HTML | Text",1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-MR(X11SSH-F)
Feb 4, 2016 | HTML | Text",1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Tyan Computer Corp.
Advanced Micro Devices","Transport GT24 (B2912-E)
Nov 5, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,"335,116",264,136,826
"Tyan Computer Corp.
Parts Built
Advanced Micro Devices","Transport GT24 (B2912-E)
Nov 5, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,"338,577",264,121,860
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H
Dec 4, 2012 | HTML | Text",1,IBM Corporation,AMD Opteron 4376 HE,2600,2,16,16,32,"843,336",186,59.5,"3,293"
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H
Dec 4, 2012 | HTML | Text",1,IBM Corparation,AMD Opteron 4386,3100,2,16,16,32,"971,064",256,60.9,"3,052"
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H
Dec 4, 2012 | HTML | Text",1,IBM Corparation,AMD Opteron 4310 EE,2200,2,8,8,32,"373,385",109,56.8,"2,137"
"UNIWIDE
Telecommunications Technology Association","RC2212
Feb 26, 2021 | HTML | Text",1,Oracle Corporation,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,2200,2,20,40,768,"1,321,867",291,127,"2,901"
"Verari Systems, Inc.","RB1305
May 20, 2009 | HTML | Text",1,Oracle Corporation,"Intel Xeon X5570, 2.933 GHz",2930,2,8,16,8,"551,440",224,53.7,"1,927"
"XSLAB
Telecommunications Technology Association","V-Raptor SQ
19 inch Rackmount 2U Server System
Dec 8, 2021 | HTML | Text",16,Oracle Corporation,ARM Cortex A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,"1,577,507",269,206,"3,337"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
"XSLAB
Telecommunications Technology Association","V-Raptor SQ
19 inch Rackmount 2U Server System
Dec 9, 2021 | HTML | Text",16,Oracle Corporation,ARM Cortex-A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,"1,465,360",269,206,"3,110"
"ZT Systems
Advanced Micro Devices","1224Ra Datacenter Server
Aug 26, 2009 | HTML | Text",1,IBM Corporation,AMD Opteron 2419 EE,1800,2,12,12,8,"406,954",178,74.6,"1,614"
"ZT Systems
Advanced Micro Devices","1224Ra Datacenter Server
Aug 26, 2009 | HTML | Text",1,IBM Corporation,AMD Opteron 2425 HE,2100,2,12,12,16,"462,215",218,80.4,"1,532"
"ZT Systems
ZT Systems","1224Ra Datacenter Server
May 20, 2009 | HTML | Text",1,IBM Corporation,AMD Opteron 2377 EE,2300,2,8,8,16,"342,104",172,73.1,"1,379"
"ZT Systems
ZT Systems","1253Ra Datacenter Server
Jun 23, 2010 | HTML | Text",1,IBM Corporation,AMD Opteron 4164 EE,1800,2,12,12,16,"409,496",126,56.6,"2,106"
