Nodes,processor,MHz,Chips,Cores,Total Threads,Total Memory (GB),avg. watts @ 100%,avg. watts @ active idle,launch_date,company,brand,make,model,moniker,version
1,Intel Xeon E5-2660V2,2200,2,20,40,24,202,52,2013,intel,xeon,, e5-2660,,v2
6,Intel Xeon E5-2660 v2,2200,12,120,240,144,"1,310",334,2013,intel,xeon,, e5-2660,, v2
8,Intel Xeon E5-2660 v2,2200,16,160,320,192,"1,732",417,2013,intel,xeon,, e5-2660,, v2
1,Intel Xeon E5-2609,2400,2,8,8,48,137,68.7,2014,intel,xeon,, e5-2609,,
1,Intel Xeon E5-2699 v3,2300,2,36,72,64,266,44.8,2015,intel,xeon,, e5-2699,, v3
1,Intel Xeon E5-2698 V4,2200,2,40,80,64,329,43.5,2016,intel,xeon,, e5-2698,, v4
4,Intel Xeon E5-2698 V4,2200,8,160,320,256,"1,419",217,2016,intel,xeon,, e5-2698,, v4
8,Intel Xeon E5-2683 V4,2100,16,256,512,4096,"3,868","1,080",2016,intel,xeon,, e5-2683,, v4
10,Intel Xeon E5-2683 V4,2100,20,320,640,5120,"4,425","1,250",2016,intel,xeon,, e5-2683,, v4
4,Intel Xeon E5-2699 v4,2200,8,176,352,256,"1,322",232,2017,intel,xeon,, e5-2699,, v4
1,Intel Xeon Platinum 8176,2100,2,56,112,192,461,49.6,2017,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8180,2500,2,56,112,192,423,48.9,2017,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8180,2500,2,56,112,192,437,50.3,2018,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,415,49.9,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,414,50,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,419,52.2,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,422,51.5,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,421,51.7,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280,2700,2,56,112,192,414,50.3,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon E5462,2800,2,8,8,16,252,130,2008,intel,xeon,, e5462,,
1,Intel Xeon X3360,2833,1,4,4,4,115,57.5,2008,intel,xeon,, x3360,,
1,Intel X3350,2666,1,4,4,4,119,68.9,2008,intel,,, x3350,,
1,Intel Xeon X3360,2833,1,4,4,4,126,71.7,2008,intel,xeon,, x3360,,
1,Intel Xeon X3360,2830,1,4,4,4,127,70,2008,intel,xeon,, x3360,,
1,Intel Xeon X3360,2830,1,4,4,4,125,65.9,2008,intel,xeon,, x3360,,
1,Intel Xeon X3360,2833,1,4,4,4,119,56.7,2008,intel,xeon,, x3360,,
1,Intel Xeon X5570,2933,2,8,16,8,244,81.4,2009,intel,xeon,, x5570,,
1,Intel Xeon X5570,2933,2,8,16,8,236,72.2,2009,intel,xeon,, x5570,,
1,Intel Xeon X5570,2933,2,8,16,8,244,74.3,2009,intel,xeon,, x5570,,
2,Intel Xeon X5570,2933,4,16,32,24,475,116,2009,intel,xeon,, x5570,,
1,Intel Xeon X5570,2933,2,8,16,8,243,74.1,2009,intel,xeon,, x5570,,
1,Intel Xeon X5570,2933,2,8,16,8,237,72.5,2009,intel,xeon,, x5570,,
1,Intel Xeon E5540,2533,2,8,16,8,223,70.9,2009,intel,xeon,, e5540,,
2,Intel Xeon L5530,2400,4,16,32,16,339,98.9,2009,intel,xeon,, l5530,,
1,Intel Xeon X3470,2933,1,4,8,8,115,43,2009,intel,xeon,, x3470,,
1,Intel Xeon X3470,2933,1,4,8,8,118,45.8,2009,intel,xeon,, x3470,,
1,Intel Xeon L5530,2400,2,8,16,8,179,65.4,2009,intel,xeon,, l5530,,
1,Intel Xeon L5530,2400,2,8,16,8,180,65.8,2009,intel,xeon,, l5530,,
1,Intel Xeon X3470,2933,1,4,8,8,115,45.4,2009,intel,xeon,, x3470,,
1,Intel Xeon X3470,2933,1,4,8,8,113,41.6,2009,intel,xeon,, x3470,,
1,Intel Xeon E5540,2533,2,8,16,8,218,67,2009,intel,xeon,, e5540,,
2,Intel Xeon X5670,2933,4,24,48,24,475,101,2010,intel,xeon,, x5670,,
1,Intel Xeon X5670,2933,2,12,24,12,258,69.2,2010,intel,xeon,, x5670,,
1,Intel Xeon X5670,2933,2,12,24,12,238,66.3,2010,intel,xeon,, x5670,,
1,Intel Xeon X5670,2933,2,12,24,12,247,66,2010,intel,xeon,, x5670,,
2,Intel Xeon L5640,2267,4,24,48,24,341,92.7,2010,intel,xeon,, l5640,,
1,Intel Xeon X5670,2933,2,12,24,12,236,64,2010,intel,xeon,, x5670,,
1,Intel Xeon X5670,2933,2,12,24,12,259,84.6,2010,intel,xeon,, x5670,,
1,Intel Xeon X3480,3067,1,4,8,8,119,45,2010,intel,xeon,, x3480,,
1,Intel Xeon X3480,3067,1,4,8,8,113,42.3,2010,intel,xeon,, x3480,,
1,Intel Xeon X5675,3067,2,12,24,12,231,63.9,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3067,2,12,24,12,251,80.2,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3067,2,12,24,12,246,63.2,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3067,2,12,24,16,218,56.1,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3067,2,12,24,16,222,58.4,2011,intel,xeon,, x5675,,
1,AMD Opteron 6276 (2.30 GHz),2300,4,64,64,64,580,122,2011,amd,opteron,, 6276,,
1,Intel Xeon E5-2680,2700,2,16,32,24,247,56.6,2012,intel,xeon,, e5-2680,,
2,Intel Xeon E5-2660,2200,4,32,64,48,379,96.5,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2660,2200,2,16,32,24,196,56.1,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2660,2200,2,16,32,16,190,56.5,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2470,2300,2,16,32,24,259,52.1,2012,intel,xeon,, e5-2470,,
7,Intel Xeon E5-4640 (Intel Turbo Boost Technology up to 2.80 GHz),2400,28,224,448,336,"3,331",812,2012,intel,xeon,, e5-4640,,
2,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,4,32,64,48,507,99.1,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,262,57.2,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,256,57.3,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,265,60.6,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,260,50.8,2012,intel,xeon,, e5-2470,,
1,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,274,62.6,2012,intel,xeon,, e5-2470,,
1,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,269,58.1,2012,intel,xeon,, e5-2470,,
1,Intel Xeon Processor E3110,3000,1,2,2,4,117,75.2,2011,intel,xeon,, e3110,,
1,Intel Xeon E5-2699 v4,2200,2,44,88,128,245,45.7,2017,intel,xeon,, e5-2699,, v4
1,Intel Xeon Platinum 8176,2100,2,56,112,192,454,49.4,2018,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176,2100,4,112,224,384,726,158,2018,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,458,51.3,2018,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8180,2500,2,56,112,192,432,49.5,2019,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8276L,2200,2,56,112,192,347,48.3,2019,intel,xeon,platinum, 8276,l,
1,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,410,48.6,2020,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,414,48.2,2020,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,384,919,102,2020,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8380HL,2900,4,112,224,384,"1,008",104,2021,intel,xeon,platinum, 8380,h,
1,Intel Xeon Platinum 8352Y Processor,2200,2,64,128,512,680,156,2021,intel,xeon,platinum, 8352,y,
1,Intel Xeon Gold 6336Y Processor,2400,2,48,96,256,650,176,2021,intel,xeon,gold, 6336,y,
1,Intel Xeon Silver 4214,2200,2,24,48,384,289,112,2021,intel,xeon,silver, 4214,,
1,Intel Xeon Gold 6238R,2200,1,28,56,384,277,92.5,2021,intel,xeon,gold, 6238,r,
1,Intel Xeon Gold 6252,2100,1,24,48,384,262,93.6,2021,intel,xeon,gold, 6252,,
1,Intel Xeon Platinum 8380,2300,2,80,160,256,625,129,2021,intel,xeon,platinum, 8380,,
1,Intel Xeon Gold 5218,2300,2,32,64,384,367,114,2021,intel,xeon,gold, 5218,,
1,Intel Xeon L5420,2500,2,8,8,8,178,101,2008,intel,xeon,, l5420,,
1,Intel Xeon processor 3.6 GHz,3600,2,2,4,4,336,159,2007,intel,xeon,,,,
1,Intel(R) Xeon(R) Gold 6136 CPU @ 3.00GHz,3000,2,24,48,196,432,131,2020,intel,xeon,gold, 6136,,
1,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,357,57.7,2017,intel,xeon,platinum, 8176,,
4,Intel Xeon Platinum 8176,2100,8,224,448,768,"1,434",256,2017,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,4,112,224,384,688,95.8,2017,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,1,28,56,96,183,45.6,2017,intel,xeon,platinum, 8176,,
14,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"5,288","1,446",2017,intel,xeon,platinum, 8176,,
4,Intel Xeon Platinum 8176,2100,8,224,448,768,"1,474",241,2018,intel,xeon,platinum, 8176,,
7,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"5,366",820,2018,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176,2100,8,224,448,768,"1,479",182,2018,intel,xeon,platinum, 8176,,
1,Intel Xeon E-2176G,3700,1,6,12,32,87.2,16.8,2019,intel,xeon,, e-2176,g,
1,Intel Xeon Platinum 8176,2100,2,56,112,192,352,67.7,2019,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8176,2100,2,56,112,192,355,72.3,2019,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8276L,2200,8,224,448,768,"1,329",281,2019,intel,xeon,platinum, 8276,l,
1,Intel Xeon Platinum 8280 CPU 2.70 GHz,2700,1,28,56,96,177,50,2019,intel,xeon,platinum, 8280,,
1,Intel Xeon Platinum 8276L CPU 2.20 GHz,2200,4,112,224,384,711,119,2019,intel,xeon,platinum, 8276,l,
4,Intel Xeon Platinum 8276L,2200,8,224,448,768,"1,324",315,2019,intel,xeon,platinum, 8276,l,
1,Intel Xeon Platinum 8276L,2200,4,112,224,384,672,121,2019,intel,xeon,platinum, 8276,l,
1,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,255,74.6,2019,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,243,76.8,2019,amd,epyc,, 7742,,
7,Intel Xeon Platinum 8276L,2200,28,784,"1,568","2,688","4,985","1,052",2019,intel,xeon,platinum, 8276,l,
1,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,240,66.1,2019,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,254,63.2,2019,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,395,82.3,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,394,92.4,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,403,99.5,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,404,82.5,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,391,82.8,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,392,93.9,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,398,94,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,400,84,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,224,63.8,2020,amd,epyc,, 7742,,
1,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,221,64.6,2020,amd,epyc,, 7742,,
1,Intel Xeon Platinum 8376HL,2600,4,112,224,384,721,138,2020,intel,xeon,platinum, 8376,h,
1,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,460,75.6,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,459,104,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,454,79.3,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,455,108,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,461,102,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,228,53,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,228,52.5,2021,amd,epyc,, 7763,,
1,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,240,54,2021,amd,epyc,, 7763,,
1,Intel Xeon L5420,2500,2,8,8,8,175,102,2008,intel,xeon,, l5420,,
1,Intel Xeon L5410,2333,2,8,8,8,186,106,2008,intel,xeon,, l5410,,
1,Intel Xeon L5520,2267,2,8,16,8,176,64.1,2009,intel,xeon,, l5520,,
1,Intel Core i3-540,3067,1,2,4,4,60.9,25.8,2010,intel,core,, i3-540,,
1,Intel Xeon X3430,2400,1,4,4,4,100,32.6,2010,intel,xeon,, x3430,,
1,Intel Core i3-540,3067,1,2,4,4,60.9,24.8,2010,intel,core,, i3-540,,
2,Intel Xeon X7560,2266,8,64,128,128,"2,003","1,178",2010,intel,xeon,, x7560,,
3,Intel Xeon L5640,2266,6,36,72,48,902,360,2010,intel,xeon,, l5640,,
1,Intel Xeon X5670,2933,2,12,24,16,249,74.5,2010,intel,xeon,, x5670,,
1,Intel Xeon X5670,2933,2,12,24,16,257,79,2010,intel,xeon,, x5670,,
1,Intel Xeon L5630,2133,2,8,16,16,138,60.7,2010,intel,xeon,, l5630,,
1,Intel Xeon X7560,2266,4,32,64,128,913,498,2011,intel,xeon,, x7560,,
1,Intel Xeon X7560,2266,4,32,64,128,938,553,2011,intel,xeon,, x7560,,
1,Intel Xeon X7560,2266,8,64,128,128,"1,749",993,2011,intel,xeon,, x7560,,
1,Intel Xeon X5675,3066,2,12,24,24,246,80.4,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3066,2,12,24,24,255,84.3,2011,intel,xeon,, x5675,,
1,Intel Xeon X3470,2933,1,4,8,8,118,46.5,2011,intel,xeon,, x3470,,
1,Intel Xeon X5675,3066,2,12,24,24,250,80.1,2011,intel,xeon,, x5675,,
1,Intel Xeon X5675,3066,2,12,24,24,259,82.9,2011,intel,xeon,, x5675,,
1,Intel Xeon X5650,2666,2,12,24,24,258,80.1,2011,intel,xeon,, x5650,,
1,Intel Xeon E5645,2400,2,12,24,16,200,63.1,2011,intel,xeon,, e5645,,
1,Intel Xeon E3-1265LV3,2500,1,4,8,8,45.1,15.9,2013,intel,xeon,, e3-1265,l,
1,Intel Xeon Platinum 8380,2300,2,80,160,256,468,110,2021,intel,xeon,platinum, 8380,,
1,Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,2500,2,56,112,96,430,58.4,2017,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,963,95.5,2019,intel,xeon,platinum, 8280,l,
1,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,957,99.8,2019,intel,xeon,platinum, 8180,,
8,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"3,982",498,2019,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,956,99.6,2019,intel,xeon,platinum, 8180,,
9,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,"4,479",558,2019,intel,xeon,platinum, 8180,,
10,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"4,993",631,2019,intel,xeon,platinum, 8180,,
11,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,"1,232","2,112","5,479",681,2019,intel,xeon,platinum, 8180,,
12,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,"1,344","2,304","5,999",735,2019,intel,xeon,platinum, 8180,,
13,Intel Xeon Platinum 8180 2.50GHz,2500,26,728,"1,456","2,496","6,532",787,2019,intel,xeon,platinum, 8180,,
14,Intel Xeon Platinum 8180 2.50GHz,2500,28,784,"1,568","2,688","7,031",838,2019,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,915,94.2,2019,intel,xeon,platinum, 8280,l,
15,Intel Xeon Platinum 8180 2.50GHz,2500,30,840,1680,2880,"7,561",891,2019,intel,xeon,platinum, 8180,,
16,Intel Xeon Platinum 8180 2.50GHz,2500,32,896,1792,3072,"7,967",959,2019,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8380HL 2.9GHz,2900,4,112,224,384,"1,005",89.2,2020,intel,xeon,platinum, 8380,h,
1,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,609,119,2021,intel,xeon,platinum, 8380,,
1,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,609,119,2021,intel,xeon,platinum, 8380,,
5,Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz,2500,5,100,200,320,877,247,2020,intel,xeon,gold, 6210,u,
1,Xeon L5420,2500,2,4,4,16,268,178,2009,,xeon,, l5420,,
1,Intel Xeon L5520,2260,2,8,16,8,169,56.7,2009,intel,xeon,, l5520,,
1,Intel Xeon L5530,2400,2,8,16,8,172,56.2,2009,intel,xeon,, l5530,,
1,Intel Xeon L5430,2660,2,8,8,8,161,84.6,2008,intel,xeon,, l5430,,
1,Intel Xeon Platinum 8380,2300,2,80,160,256,630,123,2021,intel,xeon,platinum, 8380,,
1,AMD EPYC 7763,2450,2,128,256,256,453,78.5,2021,amd,epyc,, 7763,,
1,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,272,49.6,2014,intel,xeon,, e5-2699,, v3
1,Intel E3-1260L v5,2900,1,4,8,16,47.9,14.4,2016,intel,,, e3-1260,l, v5
1,Intel Xeon E5-2699 v4,2200,2,44,88,64,247,46.6,2016,intel,xeon,, e5-2699,, v4
1,Intel Xeon Platinum 8180,2500,2,56,112,192,426,39.5,2017,intel,xeon,platinum, 8180,,
4,Intel Xeon Platinum 8176,2100,8,224,448,768,"1,478",206,2017,intel,xeon,platinum, 8176,,
1,Intel Xeon Platinum 8180 2.50 GHz (Intel Turbo Boost Technology up to 3.8GHz),2500,2,56,112,96,401,38.4,2018,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8280L 2.70 GHz,2700,2,56,112,96,414,37.7,2019,intel,xeon,platinum, 8280,l,
1,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,454,40.3,2017,intel,xeon,platinum, 8180,,
1,Intel Xeon E5420,2500,2,8,8,16,260,155,2008,intel,xeon,, e5420,,
1,Intel Xeon E5472,3000,2,8,8,16,287,156,2008,intel,xeon,, e5472,,
1,Intel Xeon E5472,3000,2,8,8,16,322,187,2008,intel,xeon,, e5472,,
1,Intel Xeon X5272,3400,2,4,4,8,280,186,2008,intel,xeon,, x5272,,
1,Intel Xeon X5670,2933,2,12,24,12,226,59.1,2011,intel,xeon,, x5670,,
4,Intel Xeon L5640,2267,8,48,96,64,724,255,2011,intel,xeon,, l5640,,
4,AMD Opteron 6276,2300,8,128,128,128,"1,387",265,2012,amd,opteron,, 6276,,
4,Intel Xeon E5-2660,2200,8,64,128,96,"1,116",268,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,128,264,52.5,2015,intel,xeon,, e5-2699,, v3
1,Intel Xeon Platinum 8180 @2.50 GHz,2500,2,56,112,192,419,67.2,2017,intel,xeon,platinum, 8180,,
1,Intel Xeon Platinum 8160,2100,2,48,96,192,387,53.4,2018,intel,xeon,platinum, 8160,,
1,AMD EPYC 7351,2400,2,32,64,128,278,103,2018,amd,epyc,, 7351,,
1,AMD EPYC 7501,2000,2,64,128,128,307,103,2018,amd,epyc,, 7501,,
1,Intel Xeon Platinum 8180,2500,2,56,112,192,450,54.6,2018,intel,xeon,platinum, 8180,,
1,Intel Xeon Gold 6152,2100,2,44,88,192,364,53.1,2018,intel,xeon,gold, 6152,,
1,Intel Xeon Gold 6140,2300,2,36,72,192,343,52.4,2018,intel,xeon,gold, 6140,,
1,Intel Xeon Gold 5117,2000,2,28,56,192,245,51.9,2018,intel,xeon,gold, 5117,,
1,AMD EPYC 7601,2200,2,64,128,128,296,94.9,2018,amd,epyc,, 7601,,
1,Intel Xeon L5408,2133,2,8,8,8,226,174,2009,intel,xeon,, l5408,,
1,Intel Xeon L5408,2133,2,8,8,32,294,226,2009,intel,xeon,, l5408,,
1,Intel Xeon L5408,2133,2,8,8,32,296,225,2009,intel,xeon,, l5408,,
1,Intel Xeon processor E5345,2333,2,8,8,8,334,220,2008,intel,xeon,, e5345,,
1,Intel Xeon processor L5335,2000,2,8,8,8,300,223,2008,intel,xeon,, l5335,,
1,Intel Xeon processor E5345,2333,2,8,8,16,334,219,2008,intel,xeon,, e5345,,
1,Intel Xeon processor L5335,2000,2,8,8,16,300,223,2008,intel,xeon,, l5335,,
1,Intel Xeon processor 5160,3000,2,4,4,8,315,216,2008,intel,xeon,,  5160,,
1,Intel Xeon processor E5345,2333,2,8,8,8,357,245,2008,intel,xeon,, e5345,,
1,Intel Xeon processor 5160,3000,2,4,4,8,291,191,2007,intel,xeon,,  5160,,
1,Intel Xeon processor L5335,2000,2,8,8,8,276,198,2007,intel,xeon,, l5335,,
1,Intel Xeon E5-2665,2400,2,16,32,128,347,115,2012,intel,xeon,, e5-2665,,
1,Intel Xeon E5-2665,2400,2,16,32,128,331,102,2012,intel,xeon,, e5-2665,,
1,AMD Opteron 6276,2300,2,32,32,32,306,77,2011,amd,opteron,, 6276,,
1,AMD Opteron 6262 HE,1600,2,32,32,32,213,70.3,2011,amd,opteron,, 6262,he,
1,AMD Opteron 6278,2400,2,32,32,64,320,82.6,2012,amd,opteron,, 6278,,
1,AMD Opteron 6380 (AMD Turbo CORE Technology up to 3.40GHz),2500,2,32,32,64,308,77.9,2012,amd,opteron,, 6380,,
1,AMD Opteron 6366 HE (AMD Turbo CORE Technology up to 3.10GHz),1800,2,32,32,64,216,72.7,2012,amd,opteron,, 6366, he ,
1,Intel Xeon L5420,2500,2,8,8,8,174,96.8,2008,intel,xeon,, l5420,,
1,Intel Xeon E5-2660 (2.20GHz),2200,2,16,32,32,272,83.6,2012,intel,xeon,, e5-2660,,
1,Intel Xeon E5-2470 (2.30GHz),2300,2,16,32,24,285,62.4,2012,intel,xeon,, e5-2470,,
1,Intel Xeon E5-2670 (2.30GHz),2300,2,16,32,64,413,101,2012,intel,xeon,, e5-2670,,
1,Intel Xeon E5-2699 v3,2300,2,36,72,32,302,75.9,2015,intel,xeon,, e5-2699,, v3
1,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,423,64.2,2018,intel,xeon,platinum, 8180,,
1,AMD EPYC 7501 2.0 GHz,2000,2,64,128,512,303,98.4,2018,amd,epyc,, 7501,,
1,Intel Xeon Platinum 8276M 2.20GHz,2200,2,56,112,192,416,48.1,2019,intel,xeon,platinum, 8276,m,
1,Intel Xeon Platinum 8280L 2.70GHz,2700,2,56,112,384,426,61.8,2019,intel,xeon,platinum, 8280,l,
1,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,385,48.6,2019,intel,xeon,platinum, 8280,,
1,AMD EPYC 7702 2.0Ghz,2000,2,128,256,512,412,99.2,2019,amd,epyc,, 7702,,
1,Intel Xeon Platinum 8380,2300,2,80,160,512,633,118,2021,intel,xeon,platinum, 8380,,
1,Intel Xeon Platinum 8380,2300,2,80,160,256,622,101,2021,intel,xeon,platinum, 8380,,
1,Intel Xeon L5420 (2.5GHz),2500,2,8,8,16,279,179,2008,intel,xeon,, l5420,,
1,AMD Opteron 2380,2500,2,8,8,16,269,138,2008,amd,opteron,, 2380,,
1,AMD Opteron 2376HE,2300,2,8,8,16,210,119,2009,amd,opteron,, 2376,h,
1,AMD Opteron 2384,2700,2,8,8,16,264,136,2008,amd,opteron,, 2384,,
1,AMD Opteron 2384,2700,2,8,8,16,264,121,2008,amd,opteron,, 2384,,
1,AMD Opteron 4376 HE,2600,2,16,16,32,186,59.5,2012,amd,opteron,, 4376,he,
1,AMD Opteron 4386,3100,2,16,16,32,256,60.9,2012,amd,opteron,, 4386,,
1,AMD Opteron 4310 EE,2200,2,8,8,32,109,56.8,2012,amd,opteron,, 4310,ee,
1,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,2200,2,20,40,768,291,127,2021,intel,xeon,silver, 4210,,
1,"Intel Xeon X5570, 2.933 GHz",2930,2,8,16,8,224,53.7,2009,intel,xeon,, x5570,,
16,ARM Cortex A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,269,206,2021,arm,cortex,, a53,,
16,ARM Cortex-A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,269,206,2021,arm,cortex,,,,
1,AMD Opteron 2419 EE,1800,2,12,12,8,178,74.6,2009,amd,opteron,, 2419,ee,
1,AMD Opteron 2425 HE,2100,2,12,12,16,218,80.4,2009,amd,opteron,, 2425,he,
1,AMD Opteron 2377 EE,2300,2,8,8,16,172,73.1,2009,amd,opteron,, 2377,ee,
1,AMD Opteron 4164 EE,1800,2,12,12,16,126,56.6,2010,amd,opteron,, 4164,ee,
